review,sentiment,label
this is the first movie i have watched in ages where i actually ended up fast forwarding through the tedious bits which there are plenty of very ordinary movie im glad i missed it at the movies  got a 2 for 1 video deal which included this movie instead,negative,0
theres nothing really to dislike about the odd couple and its no surprise that jack lemmon and walter matthau make a hugely winning comedic team but theres something so underdeveloped about neil simons adaptation of his hit stage play as to make it seem more like a skit on a sketch comedy show than a fullbodied film i have not seen the play but have to assume that the screen version is fairly faithful since simon wrote it so the defects cannot be blamed on a stagetoscreen adaptation there are some interesting ideas in this storytwo recently divorced men who fall immediately into traditional married roles when they become roommates because neither knows any differentlythat simon never fully fleshes out still there are many worse ways to kill a couple of hours,positive,1
this has to be one of the best if not the best film i have seen for a very very long time had enough action to satisfy an fan and yet the plot was very good i really enjoyed the filmand had me hooked from start to finish  added blood and gore in there but brought the realistic nature of what happens to the front of the film and even had a tear jerker ending for many people i should think  it is a must watch for anyone seen many reviews slating the film but to be fair most the films that get bad reviews turn out to be some of the best this proves it once again  rent this film buy this film just go out and watch this film you will not be disappointed,positive,1
i rented this film to see what might be a bloody non stop action movie and got this overly sentimental and super cheap low budget actiondrama that makes kickboxer look like die hard lou and reb are in vietnam and as lou saves reb from the gooks he gets shot in the head in what is easily one of the worst effects ever the vietnam scenes are shot in someones backyard i swear lou is now brain damaged and reb and him live together and own a bar super homoerotic lou is convinced to fight in a cage for money and reb goes on a killing spree to get him back there is no good fight scenes at all the punches are two inches away from a person characters personalities change in matter of seconds one guy is a bad and in the next scene hes good the acting is horrid and the music is some overly sentimental frank stallone sounding song that would make you sick i hated this film,negative,0
the main problem of the first vampires movie is that none of the characters were sympathetic carpenter learned from his mistake and this time used a likable vampire hunter and a charismatic vampire the female vampire una certainly is the coolest vampire since blades deacon frost unfortunately while there are some good concepts like a cool slow motion restaurant scene why didnt carpenter use more of this this movie is nowhere near as good as it could have been i expected to see strong vampires in action and at least one longer lasting nicely choreographed fight sequence for example inside a city and was left somewhat disappointed while los muertos proceeds at a faster pace than its predecessor it still drags a little in some parts though nowhere near as bad as vampires did much like vampires however this movies climax near the end is not very intense  most of the above may sound like los muertos is a bad movie but it definitely isnt it is generally enjoyable and ranks among the better entries to the genre it is neither an unoriginal dracula remake like almost every other vampire movie out there nor is it an unintelligent action spectacle like blade ii it simply could have used a bit more excitement  id really like to see a third installment made by carpenter but its probably not going to happen  spoiler warning the ending was way too predictable una should have gotten away that would have made the movie quite unusual,positive,1
first off i have to say acting isnt very good miranda cosgrove is the main character but is not such a good actress quite frankly spencer her brother is a way much better actor spencer is easily my favorite character because he probably is the only one that knows how to act carly on the other hand tries to act her heart out but sorry it just isnt good sam doesnt even get credit i mean come on icarly pretty self centered eh freddy isnt bad i dont have a comment i must add that carly and her puppet sam change their attitude whenever they go to film a web cast they go shouting out all their linesits sorta bad influence in a way because carly has a web show and if kids will copy this they might be giving their own information and that not pretty safe  the only nice things is that it has some funny parts of the show which makes it entertaining at least this show isnt boring it has nice plots pretty strong many kids will like this because they dont look for flaws  overall this is a bad show but its not boring,negative,0
when alfred hitchcock made strangers on a train it was a harbinger for the bulk of the film going public that he was back at the top of his form from 1946 to 1950 his films were not box office successes and his contractual arrangement with david o selznick ended because of this actually he made some really good films in the period such as notorious spellbound under capricorn rope and my opinion stagestruck but while notorious and spellbound were liked the audiences were turned off by hitchs attempts at experimentation his use of a dream sequence by salvator dali in spellbound was acceptable as was the setting among psychiatrists but the experiment with long takes in rope confused the public making ignore the merits of that film and the willingness of hitch to have the audience fooled by a lie told by a leading character in a flashback was disliked  far more disliked then it deserved to be  in stagestruck a matter of bad timing for under capricorn it was released just as the scandal of its star ingrid bergman and roberto rosallini broke out made it seem to be a failure which it wasnt the paradine case was another failure  and one that really had little in its favor  with strangers on a train hitchcock shied away from the special tricks that interested him in the recent films instead he concentrated on his favorite themes of shared guilt and mistaken identity based on a novel by patricia highsmith the story was of how guy haines a professional tennis player meets a fan of his  bruno anthony a playboy  who is traveling on a crosscountry train at the same time as the athlete bruno is talkative and fawning and guy views him as one of the typical fans he has metif a little eccentric with his talk of wanting to be on the first rocket to outer space but bruno knows all about guys personal problems he is married to a promiscuous young woman named miriam and is in love with anne morton daughter of a senator bruno knows that miriam wont divorce her successful celebrity husband bruno mentions how he can sympathize  he hates his stepfather who is constantly criticizing him then bruno mentions sort of off the cuff an idea he has about two men  technically strangers  exchanging murders for each other and then committing two perfect unsolvable crimes instead of fumbling them guy listens to the idea  and agrees it is an interesting idea the train reaches guys destination and his last comment is like a validation of the idea he just does not realize that the eccentric bruno is a sociopath and believes guy has just agreed to the two killing each others foe  its a wonderfully simple plot actually bruno of course does kill miriam but he fully expects guy to live up to the murder agreement and kill his stepfather guy is horrified  and worse he finds that he is the police departments number one suspect when bruno to encourage guy mentions he has the latters lighter he pocketed it on the train and can plant it at the murder site guy finds himself in deeper problems  how to avoid the police and how to control if possible the insane bruno  hitch always planned the shots of his film carefully so that from the start we see both our heroes from their feet heading towards their fateful meeting in the train with each other there are constant crosscontacts used in the film to show how the two men are drawn into each others orbits it is like fate drawing them together yet both have their own personality  and hitch with a typical twist makes the mad bruno actually more of an attractive figure his scheme may be vicious it will kill two people if successful and he will have guy live up to the agreement no matter what but he has a zest for life one suspects that once guy too had one but his marriages failure coupled with his now dating a socially prominent woman has made him more circumspect and dull than he was  the cast is good too robert walker probably had his finest role in this film only a year before his death it was a far cry from the homespun boynextdoor of since you went away or the clock his lithe figure also looked quite elegant in tales in several scenes as guy farley granger acts like a cousin of his comurderer in rope especially as the circumstances make him increasingly suspicious to the authorities as his earlier role made his jittery behavior increasingly suspicion to jimmy stewart as for the ladies kasie rogers is properly sluttish as miriam  enabling the audience to be prepared for her demise in a famous sequence shot in the reflection of her eyeglasses so that they actually are cheering bruno in his act of evil patricia hitchcock appears as the younger sister of anne ruth roman who bears a close resemblance to miriam and accidentally sets off bruno at a social occasion she plays this rare role well ruth roman is properly supportive of granger but her role is limiting because she is establishment in her background and somewhat low keyed other supporting performers leo g caroll as the senator marion lorne usually a comedian as brunos dotty mother and norma varden as an unexpected recipient of violence from walker are all shown to best advantage  all at the hand of a master,positive,1
reba sucks it sucks hard its about this awful country singer attempting comedy they might as well call this show generic because thats what it is its dumb and generic reba youre not funny and im glad your retarded show was cancelled because you suck and so does brock barbra jean the redheaded teenager that jockey guy and the 12 year old who got knocked up you all suck and none of you are funny oh and i heard a rumor that reba is actually a gay devilworshipper who idolizes hitler and tortures animals and she puts subliminal messages on her show and in her music in hopes to make children kill their parents and kill themselves but it was just a rumor anyway this is the worst show ever reba is gay i do not like her i think the office is better than this show and this show sucks,negative,0
in my opinion the ending is what completely ruined the whole thing the initial idea of having someone suddenly realize they were the son of god and the second coming was somewhat clever people started to believe him and his friends became the new disciples people went nutty demons were possessing people all kinds of fun of course then it all went wrong it was bad enough that they had to take on the impossible task of looking through a vast amount of writings to find the third testament in five days but then at the end it became this ridiculous humanist fantasy i wont spoil it but ill just say it comes off as if it were written by a teenager with a very limited knowledge of theology i hear they are making an american feature version of this story i just hope they change the eye rolling ending,negative,0
ive received this movie from a cousin in norway and had to convert it from norwegian to american format with a copied video comparing this film 1948 with the heroes of telemark 1965 kampen om tungtvannet the struggle for the heavy water casts the saboteurs themselves playing their respective roles though actors were also cast to play the roles of the saboteurs who have given their lives in norways struggle for freedom in later campaigns the plot is in four languages norwegian along with french german and english complete with norwegian subtitles  impressive during this course of history was what led to the struggle french scientists were interested in obtaining some two hundred kilograms of heavy water from norsk hydro in vemork to take back to france in order to do lab studies on its effectiveness simultaneously the nazis too were interested in obtaining heavy water to build a secret weapon the french were worried that the nazis might take an early lead by invading norway and through secret codes their man carefully eluded nazi spies on his trip to oslo where he received the heavy water and making it back without hindrance he was watched by two spies as he boarded an airliner but they did not see him hop out on the other side where he crossed the tarmac to another plane nearby where his cargo was waiting for him this clever trick worked by using the airliner as a decoy that the nazis later forced down in hamburg  however the invasion of norway on the morning of april 9 1940 the nazis took over norsk hydro and it was up to the norwegian underground and british intelligence in london to take action professor leif trondstad volunteered the services of eleven young norwegians the swallow and gunnerside groups who would successfully sabotage the heavy water production in vemork this was shown in detail on how they actually carried out the operation including the sinking of the ferryboat after the nazis abandoned norsk hydro to take the shipment of heavy water on rail cars to berlin  the quality of the film was fair though there were many splices in the film i highly recommend this film to anyone interested in world war ii history,positive,1
while studying the differences between religion and cult in college mindy rachel miner who is the best student in the class convinces her schoolmates cassandra taryn manning bailey glenn dunk alex joel michaely and morgan victoria venegas to research the massacre of worshipers of kwan yin by their leader owen quinlin robert berson twenty years ago in california quinlin had found an ancient amulet in southern china that would give an enormous power to him after the sacrifice of human souls but one woman resists and he is destroyed however after the death of morgan who apparently committed suicide the students discover that quinlin has returned and is chasing their souls with his amulet  the storyline of cult is not totally bad unfortunately the screenplay the direction the acting the lines the camera the cgi and the edition are awful i was completely bored and tempted to use the ff button of the dvd but i resisted and wasted 90 minutes of my life watching this neverending crap on a saturday night my vote is two  title brazil o amuleto secreto the secret charm,negative,0
finally got to see this movie last weekend what a disappointmentit barely reaches made for tv level given the list of actors i would have expected something substantially more sophisticated the movie lacks a good story well actually any story for that matter it has no credibility instead lots of predictability save yourself the money and the time,negative,0
this dvd usually sells for around 20 i wouldnt pay this much for the dvd if i had known what i was getting but regardless this is a pretty good disc it displays the knot in all their glory with footage from their concerts playing surfacing wait and bleed and scissors among other tracks including the spit it out music video which was apparently banned from mtv  slipknot for those who dont know is essentially a symphony of the damned nine masked men who display total chaos on stage with machine gun drums squealing guitar and vocals that will tear your face off and leave you wanting more for those whove never seen slipknot before i cannot recommend enough you get this dvd probably off ebay or amazon so you can get a better deal  a short though well made show of the knot  seven out of ten,positive,1
i thought the movie i do they dont was fantastic in the past ive watched rob estes on suddenly susan  melrose place and also josie bissett on melrose place and loved seeing them together again in i do they dont they have great chemistry together i guess being married in real life helps that  in the movie they are both widowed with children and careers and they fall in love and try blend their already busy chaotic families together without dropping the ball of course they stumble but they keep it together which is what working and raising a family is all about so many people have been talking about this movie  all good  and the movie left us wanting more this would make a great series  appealing to many ages  it would be so nice to see a real life down to earth family show like this that portrays the reality of so many of our lives today  instead of the so called reality tv that all the stations are overwhelming us with these days someone tell the people at abc family they have the start of a new series here,positive,1
this is a comedy of morals so occasionally a gentle touch of bitterness occurs but a lightness soften all sarcasm and irony flows till all of a sudden one moment will halt your heart and changes everything  this film marvelously written and directed is a gem that shines perfectly with beautiful acting by all jeanlouis trintignant is exquisite as usual and romy schneider is a pearl perfect and glowing that is not to be missed a truly wonderful film ,positive,1
1st watched 12262008 direugene levy corny comedy murder mystery with very few laughs the movie appears to be based on an earlier italian movie according to the credits but was rewritten by two fairly popular american romantic comedy writers but this one by charles shyer  nancy meyers does not cut it compared to their other efforts the story is about a couple of downandout traveling americans played by richard lewis and sean young who stumble upon a lost dog and hope to make a fortune in reward money after seeing an ad in the paper for the dachsunds return upon trying to return it they see a hand sticking out of a garage door at the ladys residence that they believe is attached to the rest of the dead body of the woman who is supposed to give them the money they freak out and instead of contacting the police and telling them the truth they make out like runaways from the scene expecting to be framed for the murder the other characters in the film are met on a train prior to this and hang around a monte carlo gambling resort doing various things to be pulled into the story the other cast members include character actors john candy james belushi cybill shepherd george hamilton and others after the police find out about the death they start questioning the main characters and of course they have to work thru their goofy lies to figure out what really happened none of the character actors mentioned earlier can bring this movie out of its mediocre state despite some funny moments mostly provided by the belushishepherd couple this isnt a horrible movie it just isnt that good there are plenty of average movies out there and this is just another one for the pile try it maybe youll like it probably you wont,negative,0
if you had asked me how the movie was throughout the film i would have told you it was great however i left the theatre feeling unsatisfied after thinking a little about it i believe the problem was the pace of the ending i feel that the majority of the movie moved kind of slow and then the ending developed very fast so i would say the ending left me disappointed  i thought that the characters were well developed costner and kutcher both portrayed their roles very well yes ashton kutcher can act also the different relationships between the characters seemed very real furthermorei thought that the different plot lines were well developed overall it was a good movie and i would recommend seeing it  in conclusion good characters great plot poorly writtenedited ending still go see it,positive,1
well they sent it on tv between midnight and 200 am  it seems like the right time to watch it and then go to bed afterwards   no it was not really living up to my expectations i think the dogma concept is good because the film then gets closer to whats really happening between the involved characters when you cut all the unnecessary effects and moodmaking music out but then again this concept requires some interesting action between the characters  i cannot say that i know king lear the shakespeare version very well if i had known the play i would probably have been able to predict much of the film  well a crisis can bring the best and worst sides of a character on display  and we certainly see some bad sides oh yes the paint of civilisation and culture can be very thin and behind this paint you may find an animal  if you then compare it with italiensk for begyndere italian for beginners or mifunes sidste sang mifunes last song you see the same but opposite thing a crisis can certainly bring people to view their life in a more constructive way and if you dare do you may win  when the film had ended i thought to myself oh thats why i havent seen it before  the film has its own beauty the quality of the work of the cameraman actors etc is good but the script could need something more a plot maybe wouldnt hurt,negative,0
one of the most common entries in the goofs category is anachronism though im beginning to believe that anachronism and other goofs are more acceptable even ignored in very good films but are found front and center in rotten films kiss them for me is a rotten film and reeks of anachronism yet when watching it closely i found almost nothing specifically anachronistic  the shots of aircraft which bookend the film are certainly out of place the big 4 engine transport seen after the title honolulu 1944 appears to be the post war c97 stratofreighter in mats colors the combat planes seen taking off from the carrier at the end are douglas skyraiders which entered service after ww2 and were made famous by their service in vietnam  but excepting these two pieces of film and of course the hairstyles everything else is very possibly period authentic it just feels so wrong im an admirer of stanley donen we share the same birthday in his co directed on the town 1949 there is a car chase at the end with the police driving 194950 fords yet there isnt the slightest feeling that this is out of place in a ww2 period film in fact as i reflected later there isnt anything which says that this is supposed to be a ww2 period film it just feels that way based on a wartime broadway musical which was based on a ballet fancy free which may have been based on the work of artist paul cadmus the fleets in 1934 its a great film about sailors on a 24 hour pass in new york and so heavy with wartime associations its merely assumed it takes place during the war and yet these contemporary cars do nothing to break the spell  the first problem is old cary grant though far too old to represent a navy sbd dive bomber pilot it is a hollywood tradition for stars like grant gary cooper lou gehrig jimmy stewart charles lindbergh to play younger it was the role which he is miscast in not his age he plays an operator as they used to call them a guy who gets things done and breaks all the rules while doing it yet remains admired and loved for it a hustler a wheeler dealer a de rigueur character in a service comedy grant is the comic center of what is after all supposed to be a service comedy which is contra to his comedy style  thinking back on the great grant comic performances like bringing up baby 1938 or arsenic and old lace 1944 and he is the great reactor whose comedy is to be reduced by his context from dignity to a befuddled puddle of inert jelly in kiss them he is expected to be the comic spark plug which just isnt him people had already been exposed to the type most recently to comic phil silvers as sgt bilko on television the role would be perfected later by james garner but here grant just isnt funny and appears to be a bully getting his way by aggressively pushing his cary grantness rather than cajoling and finessing  but the thing which really stinks the place up with anachronism is the lead women there can be no more echt 50s women than suzy parker and jayne mansfield they are unique to the decade marilyn monroe can be placed in a continuum with carole lombard and marie wilson and any number of dumb blonds and grace kelly was another high class dame think of mary astor but there never could have been an anatomically exaggerated woman in films like mansfield sure there were the sweater girls eg lana turner of ww2 but mansfield was stretching the point suzy parker was the model who revolutionized the model business who changed the mannequin like poses to become the first natural girl who moved and whose personality was captured by the camera see funny face 1957 also by stanley donen  of course in high 50s style there seems to be a lot of gender mixing at wild parties but never even a hint of sex think of the 50s tv shows bachelor father or the bob cummings show where dinner jacketed men returned from dates alone the original book which i havent read was published during the war and appeared as a play on broadway at the end of the war and the nuances of the situation must have been inescapable for contemporary readers and audiences but broken down bowdlerized and reconstituted a dozen years later and fatally miscast it remains a once forgotten stain on otherwise exemplary careers until the invention of the vcr and cable television resurrected this petrified turkey  so the lesson here is whatever the goof it will be ignored in a great film like citizen kane who actually hears charles foster kane say rosebud and tolerated in fun dreck like westworld  why were the robots given live ammunition in the first place but absolutely despised in a rotten film even if the goofs are really non existent,negative,0
seems to have been made as a vehicle for wc fields and carol dempster and they dominate it fields already has his film character well developed carol dempster seems to dance through the film and her acting reminds me of mary pickford who also worked a long time under dw griffith typical of later griffith films technically  later remade as poppy the original title with fields in the same role,positive,1
island of death is not really a good movie by any standard but it is a curious one imagine if natural born killers had been made 20 years too early as a greek eurotrash porn film thats what you get here  the quaint story of a young sociopathic british couple cutting a deadly swath through the population of a lovely little greek island  ill spare you a detailed breakdown of the plot its not really important except to set up increasingly perverse or violent sex scenes followed by disturbingly brutal murders often lovingly photographed for posterity by our charming young couple it could have been brilliant in its own sick and nasty way but instead  instead i found myself impatiently checking the run time and chapter index to see how much longer the parade was going to last sluggish pacing and listless bland acting turn even vilest perversities into pablum and connecting scenes into an eternity of dull plodding ah well you cant win em all,negative,0
only if you are crazy about amber smith should you see this besides her svelte body there is pretty much nothing in terms of cinematic value she even has a lesbian scene in this one my guess is she is trying to metamorphize into those late night scream queens ala shannon tweed and julie strain,negative,0
it has to be admitted that the best work of harold lloyd ended with his last great silent comedy speedy in 1928 after that he enters sound films like chaplin and keaton and laurel  hardy and wc fields and does do better than keaton but not as well as the other three chaplin was rich enough to make his own films as producer but he paced his films so there were five years between productions laurel  hardy were under the protection of hal roach so production standards for their shorts and sound films were pretty good fields first worked with mack sennett than with paramount and then freelanced lloyd tried the route that chaplin took but with less success  he produced his own films but unlike chaplin he did not own his own studio also his first two choices were not good especially feet first but he did begin to choose more wisely and movie crazy the catspaw and the milky way were all good choices these three and possibly the sin of harold diddlebock were his best sound ventures they are all entertaining but none are up to safety last the freshman the kid brother or speedy   of the top four sound films the cats paw is the most controversial ezekiel cobbs solution to ridding the city that elects him mayor is very extreme for the tastes of 2005 or is it when a movie is made dictates what its politics are the cats paw is from 1934 that second year of the roosevelt new deal itself rather controversial for heavier government involvement movie audiences saw films like gabriel over the white house and the phantom president where our leaders did extraconstitutional actions to rid the nation of internal enemies and to force disarmament around the globe even cecil b de mille got into this act with this day and age where a bunch of teenagers use rats to force a gangster to confess his crimes  to us the use of violence to force anyone even a bunch of goons and boodlers like alan dineharts gang to confess is repellent after all the supreme court has protected us from confession under duress what we forget is that the reforms we are thinking of did not occur until the warren court and the burger court made them for example although mr justice sutherlands opinion in the powell scottsboro boys case of 1932 guaranteed every criminal defendant had a right to counsel gideon v wainwright did not extend this to ordering court paid counsel to defendants until 1962 the miranda case with its now wellknown antiselfincrimination warning is from 1963 nothing like this were considered necessary in 1934  if you study other movies of the period up to 1954 and even to 1960 tricks are used to get confessions  kirk douglas confesses his crimes in front of witnesses in i walk alone while burt lancaster holds a gun to him when lancaster leaves douglas sneers about confessing under duress only to see the gun is unloaded suddenly he realizes that legally  in 1948 he has confessed without duress hate to say it to any civil libertarians reading this note but what cobblloyd does to dinehart and his pals in the conclusion of the cats paw was not only legal but would have led to their jail sentences in 1934 we may call it heavy handed fascistic or horrid but it would have worked legally when it was thought up,positive,1
i wish depardieu had been able to finish his book and see it become a dazzling success at least hed have wound up with something  the film struck me as pointless rambling and very stylish like some other recent french films not to knock it most recent american films are pointless and rambling and have no style whatever we should be grateful i suppose for photography that evokes a european city in the midst of a windblown continental winter and for elliptical conversations that challenge our ability to understand whats up  but there can be too much of a good thing golubeva is found stumbling around near the sea in the middle of the freezing night carrying on in a bad accent about dreams and such there are a few sequences of dreams that include things like swimming in a river of blood youll love it if youre vlad the impaler lots of people die catherine deneuve dies in a suicide by motorcycle i dont know why golubevas young girl dies too and i dont know why she dies either she gets slapped in the face falls to the pavement and dies  there is supposedly an explicit sex scene too ill have to take their word for it because although it is stylishly photographed it is stylishly photographed in almost complete darkness dont worry about the kiddies being shocked theyll probably be asleep by this time anyway  depardieu isnt a bad actor as we see him deteriorate from a carefully groomed handsome young man  well handsome except that his nose cant seem to get out of his way  to a limping murderous hairy physical wreck we feel sorry for the guy golubeva has a wan pretty face with enormous halflidded eyes and wide cheeks like a doll her next movie should be a remake of lewtons i walked with a zombie then there is this mysterious guy who leads a band i guess its a band as far as i could make out the band is made up of about a dozen drummers and a dozen musicians playing electric guitars every viewer will find the resultant sound interesting but uncultivated listeners fond of easy listening might not enjoy it if you dont like the music theres a payoff involved because the sinister composer and leader gets whacked over the head with depardieus walking stick  i must say i found it barely worth sitting through and its a longie too at times it was like waiting in your car at a railroad crossing while a long long freight train rumbles slowly by sometimes stopping entirely i wish it had had a few jokes,negative,0
barney and friendsthe dora the explorer of the 1990s  ok ill admit it as a kid barney was my ultimate hero i had my barney plush toy and i used to watch the same barney episodes over and over on videotape maybe cause it was so sugar coated and mindnumbing  however by the time i turned 7 i started to hate barney everyone at school would dis barney and i went along with it mainly because it was funny and its what little boys do but a few years later i discovered something else about barney that i will never forget  a person known on the imdb as angelmeiru did an essay for school explaining the dangers of watching barney and he or she posted it in the message boards a lot of those dangers made sense  barney is a dinosaur who can magically come to life during a day at school he is supposedly educational or so sheryl leach barneys creator says but really all i can remember him teaching me is that magic can solve anything which is not true  to end off this comment id like to tell you a little story there was once a young boy who watched a particular episode of barney one day he was alone when a stranger lured him into his car and drove away with him i dont know the outcome but its safe to assume the child died but why was he abducted in the first place because he watched the barney and friends episode titled a stranger is a friend you havent met yet   010,negative,0
amazing one of my favorite movies way down at the bottom guess i can take some pride in not liking what the general populace tends to go for jackie mason is hilarious in this movie and sos randy quaid i can never get enough of his strongarm tactics just like in moving he was also notable in national lampoons christmas vacation love that guy,positive,1
when my 14yearold daughter and her friends get together for movie night theres one movie they insist on watching over and over again you guessed it k911 the third installment in the highly successful k9 franchise starring everybodys favorite tv dad jim belushi  folks i knew it was possible to wear out a vhs tape but a dvd this has been played so often that its starting to skip no joke but of course youll have that when you own a film so charming so brilliant  of course we have to thank the one and only tom hanks for introducing us to the beloved copdog genre with turner and hooch however even that film doesnt measure up to the sheer excellence presented in all three k9 movies  some naysayers say belushi ran out of steam with this third movie in the series poppycock i say while you might suspect that a third installment  directtovideo at that  may not seem like something worth watching youd prove yourself wrong after watching this quality movie  i wont give away the plot but i will say that belushi and his panting partner give their best performance yet  one that will have you howling with laughter its a shame john belushi isnt alive to see what great strides his brother has made in the acting world  i highly recommend your teenage daughter introduces this film to her bffs at her next slumber party dont forget the puppy chow,positive,1
whenever this film gets a mention usually the discussion begins and ends with the wonderful collection of cars and drag scenes often overlooked are the at times eclectic characters that populate the film around the three central characters  one character that stands out is rebel played by the great veteran australian actor max cullen rebel is a blind drag racer who nearly runs down the hero and his group in the middle of the night because he is not using any headlights  in the back story we discover that rebel master builder of street racing cars and he and his wife seem locked in a time warp of the 1950s rebel goes on to play a small but pivotal role in teaching mike played by terry serio the almost spiritual truth about street drag racing it is not speed reaction times that make a great racer it is the one who feels the car best who will become the greatest  this is best exemplified as rebel explains to mike after a test drive you got all the agony just missing the style  graham bond is another well credited actor lending his talents as a crooked police officer looking to get in on some of the financial action being generated by the street racing the confrontation between bond and fox played by richard moir adds tension to the story bond not only expects results but also fox to drum up racing business  for most of the movie fox displays a real manipulative and evil side yet in the climax he presents a sense of honor that turns the final few minutes into an extremely tense and memorable ending it is almost as if the film is refocusing on its true intention to show us the culture of street racing rather than the day to day activities of people  one of the major complaints about the film is the script although it is nothing exciting i believe the complete lack of any chemistry between mikes girlfriend played by deborah conway and his mechanic played by vangelis mourikis has more to do with the problem any scene in which these two interact simply should have been cut  lastly in terms of the actors one truly standout performance is delivered by kristoffer greaves who plays a deaf and crippled member of foxs inner circle his back story is never explored was he injured in a race born that way what is it that fox sees value in to keep him around   the reality of the film is simple it is about street racing and the culture behind it when the cars are flying and action sequences are in motion it is the only time director john clark and his writer barry tomblin seem really comfortable with what they are doing  so if you are looking for an in depth exploration of human relationships moments of life defining drama then this film is not for you if your pulse races at the thought of a blown 57 chev or the iconic gto phase 3 blazing away on the streets of sydney then you wont find much better than this film,positive,1
the acting in the film is really well done honestly but the movie is so slow and so boring as soon as it gets interesting everything slows to a major halt i am glad to see sam rockwell in this he did a great job so did the other actors as i mentioned but man this is one of the worst dragged out films i have ever seen now maybe in a short film form this movie would be good but other than that avoid it this film has so much filler it makes a twinkie cake jealous   i never ever walk out on films but watching this one at home with family i walked out yeah it was that boring apparently my comment doesnt have enough lines to post so heres some more filler i guess i was inspired by the movie i just watched,negative,0
i have to say that this miniseries was the best interpretation of the beloved novel jane eyre both dalton and clarke are very believable as rochester and jane ive seen other versions but none compare to this one the best one for me i could never imagine anyone else playing these characters ever again the last time i saw this one was in 1984 when i was only 13 at that time i was a bookworm and i had just read charlotte brontes novel i was completely enchanted by this miniseries and i remember not missing any of the episodes id like to see it again because its so good ,positive,1
this may be all you need to know in order to decide whether you want to see this  the movie is bad really really bad and sometimes it seems to be aware of that and make fun of how bad it is it aligns cliche after cliche and even manages to grow worse as it goes along with some moments that are bad enough to be hilariously funny  if you can laugh about really poor quality in script writing and production values you might enjoy it otherwise prepare for some serious brain damage  310,negative,0
according to the budget information given on this web site dark harvest had an estimated budget of 130000 where this money was spent im not exactly sure let me seecostumesnolocation and setshmmm think notspecial fxnotacting lessonsah no dark harvest tells the epic tale of a young man who inherits a family farm in the hills of west virginia his girlfriend talks him into taking their friends up there to check the place out once there our intrepid hero learns that his great grandfather used a unique method for getting his crops to grow and now its revenge time killer scarecrows out for revenge ewww scary well no not really we all know there have been some terrific movies made with very little money but this is not one of them this film contains pretty much some of the worst acting and dialog ive ever seen terrible clichés with terrible delivery all in all do not be fooled by the half way decent cover and avoid at all costs id like to give the film makers at least a d for trying but im afraid they didnt even do a good job with that grade f,negative,0
you looking for a comic drama with suspense and an ensemble cast well locate this little sleeper john lithgow and billy bob thorton are great in this little plot twister dont forget the cameo by jamie lee curtis a touch of the 60s a touch of the prince and the pauper and dash of that homegrown gold makes for a greast little story,positive,1
ronald colman plays a prodigal son while he is not a bad guy he is a bit flighty and hasnt done a lot with his life other than travel the world and have a jolly good time now that his latest venture in africa has failed hes on his way home to england his rich upper class father plans on tossing him out on his ear though thanks to ronalds winning style he is reluctantly welcomed back with open arms  at this point there are two women in his lifeshowgirl myrna loy and rich girl loretta young who is already engaged how will all this work out and will ronald wise up and act like a responsible adultthese are the main themes of this pleasant little film  this isnt a great movie and certainly wont change your life but it certainly is very entertaining and fun most of this is due to the always genial acting of ronald colman heck in the heyday of his career in the 1930s he could have played in reefer madness or some other dreck and still made it entertaining and likable due to his charming persona his seemingly effortless style in this movie make it very easy to like him and its easy to see why both loretta young and myrna loy are in love with him in the film plus the writing is very witty and make this a nice romanticcomedy,positive,1
i have no idea what idiots gave this movie a palm dor at the 1999 cannes film festival because it was atrocious i actually watched the entire thing simply because i couldnt believe that someone would make such a worthless film there is nothing interesting about the plot the characters are devoid of depth and there is no attempt at giving any sort of ambiance with music or sound effects also if you do decide to waste 2 hours of your life by watching this film be sure to bring something to throw up in because the cinematography is simply someone running around with a handheld camcorder and half the time you cant even see the main subjects this style has been used much more successfully in movies such as blair witch because it creates suspense in rosetta there is no plot and no suspense to which that style would lend anything i should have known better when it came on at 2 oclock in the morning that it was going to be horrible,negative,0
